ID WHO city,iso3,country,city,pm10,Year,type_of_stations,pm10_type,pm25,pm25_type,reference,latitude,longitude,population,wbinc16_text,region,date_compiled,population_source,tempcov_PM10,tempcov_PM25,latitude_pop,longitude_pop,Region2,region_abbr,tempcov_PM10_grad,tempcov_PM25_grad,conc_pm25,color_pm25,conc_pm10,color_pm10
NA,CZE,Czechia,Pilsen,24.74054085,2013,"6 N.A., 2 Suburban-Background, 2 Urban-Background, 2 Urban-Traffic",Measured,21.07510025,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.74881739,13.37853489,165259,High income,Eur_HI,2018,12 manual,0.946251903,0.937180365,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pilsen,25.25330596,2014,"6 N.A., 2 Suburban-Background, 2 Urban-Background, 2 Urban-Traffic",Measured,21.28168183,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.74881739,13.37853489,165259,High income,Eur_HI,2018,12 manual,0.974533866,0.966894977,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pilsen,20.97659833,2015,"1 Suburban-Background, 2 Urban-Background, 2 Urban-Traffic",Measured,16.37194507,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.74938278,13.39009228,165259,High income,Eur_HI,2018,5 manual,0.950479452,0.937614155,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pilsen,20.05733389,2016,"2 Suburban-Background, 2 Urban-Background, 2 Urban-Traffic",Measured,17.17059511,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.74881744,13.37853495,165259,High income,Eur_HI,2018,6 manual,0.991499697,0.981253795,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pisecna,23.80169971,2016,1 Rural-Near_city-Background,Measured,18.55311585,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.57362366,18.78490067,438,High income,Eur_HI,2018,1 manual,0.964480874,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Prachatice,21.56409956,2013,1 Suburban-Background,Measured,16.80893559,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.01608658,14.00044441,11843,High income,Eur_HI,2018,1 manual,0.976826484,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Prachatice,19.26855895,2014,1 Suburban-Background,Measured,15.01959149,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.01608658,14.00044441,11843,High income,Eur_HI,2018,1 manual,0.993378995,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,<20,green
NA,CZE,Czechia,Prachatice,16.04675174,2015,1 Suburban-Background,Measured,12.50823461,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.01608658,14.00044441,11843,High income,Eur_HI,2018,1 manual,0.984018265,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,CZE,Czechia,Prachatice,14.97192421,2016,1 Suburban-Background,Measured,11.6704205,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.01608658,14.00044441,11843,High income,Eur_HI,2018,1 manual,0.997495446,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,CZE,Czechia,Prague,26.75994042,2013,"16 N.A., 3 Suburban-Background, 3 Urban-Background, 6 Urban-Traffic",Measured,18.60646943,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.07790943,14.43027143,1313557,High income,Eur_HI,2018,28 UN 2015,0.972337737,0.922591324,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Prague,27.39368692,2014,"16 N.A., 3 Suburban-Background, 3 Urban-Background, 6 Urban-Traffic",Measured,18.16286259,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.07790943,14.43027143,1313557,High income,Eur_HI,2018,28 UN 2015,0.980801533,0.972762557,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Prague,22.98120613,2015,"1 N.A., 3 Suburban-Background, 3 Urban-Background, 6 Urban-Traffic",Measured,16.5152928,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.07640575,14.43624856,1313557,High income,Eur_HI,2018,13 UN 2015,0.971364594,0.944657534,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Prague,22.74592791,2016,"3 Suburban-Background, 4 Urban-Background, 6 Urban-Traffic",Measured,17.01858029,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.07966584,14.43380935,1313557,High income,Eur_HI,2018,13 UN 2015,0.979665826,0.973360656,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Prerov,30.9934825,2013,"1 N.A., 1 Urban-Background",Measured,24.15901714,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.45165634,17.45415878,44361,High income,Eur_HI,2018,2 old database,0.998401827,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,30-<50,darkred
NA,CZE,Czechia,Prerov,29.68623151,2014,"1 N.A., 1 Urban-Background",Measured,23.14003197,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.45165634,17.45415878,44361,High income,Eur_HI,2018,2 old database,0.993778539,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Prerov,27.95259642,2015,1 Urban-Background,Measured,21.78868593,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.45165634,17.45415878,44361,High income,Eur_HI,2018,1 old database,0.982648402,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Prerov,26.4527121,2016,1 Urban-Background,Measured,21.5333256,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.45165634,17.45415878,44361,High income,Eur_HI,2018,1 old database,0.982240437,0.982126594,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pribram,23.22548565,2013,"1 N.A., 1 Urban-Traffic",Measured,18.10396447,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.68494415,14.00773955,33084,High income,Eur_HI,2018,2 old database,0.998858448,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pribram,22.39351396,2014,"1 N.A., 1 Urban-Traffic",Measured,17.45545334,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.68494415,14.00773955,33084,High income,Eur_HI,2018,2 old database,0.989212329,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pribram,20.09016336,2015,1 Urban-Traffic,Measured,15.66002146,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.68494415,14.00774002,33084,High income,Eur_HI,2018,1 old database,0.992237443,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pribram,19.22357822,2016,1 Urban-Traffic,Measured,14.98452959,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.68494415,14.00774002,33084,High income,Eur_HI,2018,1 old database,0.932832423,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,CZE,Czechia,Prostejov,31.30922782,2013,"1 N.A., 1 Urban-Background",Measured,24.40513651,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.46785736,17.11472511,44857,High income,Eur_HI,2018,2 old database,0.998401827,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,30-<50,darkred
NA,CZE,Czechia,Prostejov,32.07876484,2014,"1 N.A., 1 Urban-Background",Measured,25.00498063,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.46785736,17.11472511,44857,High income,Eur_HI,2018,2 old database,0.981906393,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,25-<35,darkorange,30-<50,darkred
NA,CZE,Czechia,Prostejov,28.64248059,2015,1 Urban-Background,Measured,22.32644168,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.46785736,17.11472511,44857,High income,Eur_HI,2018,1 old database,0.985273973,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Prostejov,25.35476845,2016,1 Urban-Background,Measured,19.76371276,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.46785736,17.11472511,44857,High income,Eur_HI,2018,1 old database,0.993169399,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pstruzi,29.00425722,2013,"1 N.A., 1 Rural-Near_city-Background",Measured,23.25608665,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.55921364,18.34835434,705,High income,Eur_HI,2018,2 manual,0.979452055,0.975342466,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pstruzi,24.33027777,2014,"1 N.A., 1 Rural-Near_city-Background",Measured,19.05034434,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.55921364,18.34835434,705,High income,Eur_HI,2018,2 manual,0.991780822,0.998630137,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Pstruzi,21.46648351,2016,1 Rural-Near_city-Background,Measured,16.73284514,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.55921555,18.34835434,705,High income,Eur_HI,2018,1 manual,0.99726776,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Radimovice,21.55233029,2013,"1 N.A., 1 Rural-Near_city-Background",Measured,16.79976159,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.62455178,15.07847739,226,High income,Eur_HI,2018,2 manual,0.950684932,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Radimovice,21.15046198,2014,"1 N.A., 1 Rural-Near_city-Background",Measured,16.48651046,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.62455178,15.07847739,226,High income,Eur_HI,2018,2 manual,0.95890411,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Radimovice,17.60614525,2016,1 Rural-Near_city-Background,Measured,13.7237616,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.62455368,15.07847691,226,High income,Eur_HI,2018,1 manual,0.99726776,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,CZE,Czechia,Rozdalovice,22.29319741,2013,2 N.A.,Measured,18.57889542,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.29565811,15.16910839,1628,High income,Eur_HI,2018,2 manual,0.915068493,0.928767124,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Rozdalovice,23.6960758,2014,2 N.A.,Measured,19.14657321,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.29565811,15.16910839,1628,High income,Eur_HI,2018,2 manual,0.909589041,0.938356165,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Rozdalovice,21.32647846,2016,1 Rural-Near_city-Background,Measured,16.37549751,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.30198288,15.17830276,1628,High income,Eur_HI,2018,1 manual,0.935564663,0.915300546,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Rychnov Nad Kneznou,23.86229508,2013,"1 N.A., 1 Suburban-Background",Measured,18.60034915,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.17238235,16.26823807,11736,High income,Eur_HI,2018,2 manual,0.916438356,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Rychnov Nad Kneznou,22.92789724,2014,"1 N.A., 1 Suburban-Background",Measured,17.87199816,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.17238235,16.26823807,11736,High income,Eur_HI,2018,2 manual,0.908219178,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Rychnov Nad Kneznou,21.03835616,2016,1 Suburban-Background,Measured,16.39912543,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.17238235,16.26823807,11736,High income,Eur_HI,2018,1 manual,0.99726776,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Rychvald,35.04068946,2016,1 Urban-Background,Measured,25.20376131,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.87166977,18.37725449,6769,High income,Eur_HI,2018,1 manual,0.805783242,0.805100182,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,25-<35,darkorange,30-<50,darkred
NA,CZE,Czechia,Sedlec,23.25125114,2013,"1 N.A., 1 Rural-Regional-Background",Measured,20.25763284,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.79176712,16.72449684,806,High income,Eur_HI,2018,2 manual,0.980479452,0.994520548,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Sedlec,20.60045785,2014,"1 N.A., 1 Rural-Regional-Background",Measured,19.92681643,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.79176712,16.72449684,806,High income,Eur_HI,2018,2 manual,0.995148402,0.936700913,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Sedlec,20.00701723,2015,1 Rural-Regional-Background,Measured,16.08089946,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.79176712,16.72449684,806,High income,Eur_HI,2018,1 manual,0.980136986,0.873173516,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Sedlec,18.82714036,2016,1 Rural-Regional-Background,Measured,15.22136692,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],48.79176712,16.72449684,806,High income,Eur_HI,2018,1 manual,0.977345173,0.976092896,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,<20,green
NA,CZE,Czechia,Sedlonov,17.67142071,2014,"1 N.A., 1 Rural-Regional-Background",Measured,13.77464297,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.35027848,16.32250012,262,High income,Eur_HI,2018,2 manual,0.976426941,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,CZE,Czechia,Sedlonov,15.84269253,2015,1 Rural-Regional-Background,Measured,12.3491731,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.35027695,16.32250023,262,High income,Eur_HI,2018,1 manual,0.985730594,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,CZE,Czechia,Sedlonov,12.58105287,2016,1 Rural-Regional-Background,Measured,9.80676734,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.35027695,16.32250023,262,High income,Eur_HI,2018,1 manual,0.981785064,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,CZE,Czechia,Sezemice,24.61461991,2013,"1 N.A., 1 Rural-Near_city-Background",Measured,19.18677658,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.0615387,15.85047484,103,High income,Eur_HI,2018,2 manual,0.920547945,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Sezemice,22.46183305,2014,"1 N.A., 1 Rural-Near_city-Background",Measured,17.50870718,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.0615387,15.85047484,103,High income,Eur_HI,2018,2 manual,0.957534247,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Sezemice,22.26740947,2016,1 Rural-Near_city-Background,Measured,17.35715653,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.0615387,15.85047436,103,High income,Eur_HI,2018,1 manual,0.99726776,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Sokolov,17.74269013,2013,"1 N.A., 1 Suburban-Background",Measured,13.42811562,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.17282543,12.67281809,23347,High income,Eur_HI,2018,2 old database,0.995547946,0.983789955,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,CZE,Czechia,Sokolov,18.28118998,2014,"1 N.A., 1 Suburban-Background",Measured,14.71436739,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.17282543,12.67281809,23347,High income,Eur_HI,2018,2 old database,0.991381279,0.991152968,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,CZE,Czechia,Sokolov,17.11350634,2015,1 Suburban-Background,Measured,13.47973908,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.17282486,12.67281818,23347,High income,Eur_HI,2018,1 old database,0.989726027,0.975684932,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,CZE,Czechia,Sokolov,16.70654782,2016,1 Suburban-Background,Measured,12.6487019,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.17282486,12.67281818,23347,High income,Eur_HI,2018,1 old database,0.996243169,0.982240437,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,CZE,Czechia,Stachy,8.53024825,2013,"1 N.A., 2 Rural-Regional-Background",Measured,9.43746961,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.06843567,13.61480109,1216,High income,Eur_HI,2018,3 manual,0.941095891,0.942922375,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,CZE,Czechia,Stachy,8.96880841,2014,"1 N.A., 2 Rural-Regional-Background",Measured,9.139762895,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.06843567,13.61480109,1216,High income,Eur_HI,2018,3 manual,0.938356165,0.948687215,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,CZE,Czechia,Stachy,7.22219178,2016,1 Rural-Regional-Background,Measured,4.21730769,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.06843567,13.61480141,1216,High income,Eur_HI,2018,1 manual,0.99726776,0.99726776,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,CZE,Czechia,Stankov,26.97734627,2013,"1 N.A., 1 Suburban-Background",Measured,21.0284911,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.55256271,13.06743288,3279,High income,Eur_HI,2018,2 old database,0.921917809,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Stankov,26.83832127,2014,"1 N.A., 1 Suburban-Background",Measured,20.92012292,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.55256271,13.06743288,3279,High income,Eur_HI,2018,2 old database,0.93150685,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Stankov,22.60881542,2016,1 Suburban-Background,Measured,17.62327803,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.55256271,13.0674324,3279,High income,Eur_HI,2018,1 old database,0.99726776,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Stare Krecany,18.15104533,2013,"1 N.A., 1 Rural-Near_city-Background",Measured,14.14850413,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.97501183,14.51298952,1175,High income,Eur_HI,2018,2 manual,0.989041096,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,CZE,Czechia,Stare Krecany,19.74065872,2014,"1 N.A., 1 Rural-Near_city-Background",Measured,15.38758713,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.97501183,14.51298952,1175,High income,Eur_HI,2018,2 manual,0.995890411,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,<20,green
NA,CZE,Czechia,Stare Krecany,14.15534246,2016,1 Rural-Near_city-Background,Measured,11.03390563,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.97500992,14.51299,1175,High income,Eur_HI,2018,1 manual,0.99726776,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,CZE,Czechia,Studenka,36.31743962,2013,"1 N.A., 1 Rural-Near_city-Background",Measured,29.0585367,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.72093582,18.08930588,10505,High income,Eur_HI,2018,2 manual,0.980479452,0.986757991,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,25-<35,darkorange,30-<50,darkred
NA,CZE,Czechia,Studenka,34.71903141,2014,"1 N.A., 1 Rural-Near_city-Background",Measured,25.86722279,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.72093582,18.08930588,10505,High income,Eur_HI,2018,2 manual,0.992979452,0.984417808,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,25-<35,darkorange,30-<50,darkred
NA,CZE,Czechia,Studenka,30.61934724,2015,1 Rural-Near_city-Background,Measured,23.8926144,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.72093582,18.08930588,10505,High income,Eur_HI,2018,1 manual,0.897146119,0.990296804,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,30-<50,darkred
NA,CZE,Czechia,Studenka,27.32233796,2016,1 Rural-Near_city-Background,Measured,22.54341351,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.72093582,18.08930588,10505,High income,Eur_HI,2018,1 manual,0.983606557,0.993852459,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Sudice,25.32001091,2016,1 Rural-Regional-Background,Converted,19.73661971,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.02976608,18.07707405,327,High income,Eur_HI,2018,1 manual,NA,0.978142077,NA,NA,Europe (HIC),Eur (HIC),NA,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Svratouch,14.70943221,2013,"1 N.A., 1 Rural-Regional-Background",Measured,12.88377309,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.73508644,16.03419685,899,High income,Eur_HI,2018,2 manual,0.942465754,0.95890411,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,CZE,Czechia,Svratouch,16.46594342,2014,"1 N.A., 1 Rural-Regional-Background",Measured,13.08604526,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.73508644,16.03419685,899,High income,Eur_HI,2018,2 manual,0.952054795,0.936986302,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,CZE,Czechia,Svratouch,14.46111111,2016,1 Rural-Regional-Background,Measured,10.28055555,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.73508453,16.03419685,899,High income,Eur_HI,2018,1 manual,0.99726776,0.99726776,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,CZE,Czechia,Tabor,30.07360592,2013,"1 N.A., 1 Urban-Traffic",Measured,23.44198529,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.4112339,14.67638874,34430,High income,Eur_HI,2018,2 old database,0.970091325,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,30-<50,darkred
NA,CZE,Czechia,Tabor,29.3360984,2014,"1 N.A., 1 Urban-Traffic",Measured,22.86710776,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.4112339,14.67638874,34430,High income,Eur_HI,2018,2 old database,0.983618722,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Tabor,28.0141515,2015,1 Urban-Traffic,Measured,21.83666732,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.41123199,14.67638874,34430,High income,Eur_HI,2018,1 old database,0.959931507,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Tabor,23.29809277,2016,1 Urban-Traffic,Measured,18.16056078,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],49.41123199,14.67638874,34430,High income,Eur_HI,2018,1 old database,0.966985428,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Tanvald,23.00828716,2013,"1 N.A., 1 Urban-Background",Measured,17.93466107,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.73846218,15.30290802,6435,High income,Eur_HI,2018,2 old database,0.993150685,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Tanvald,22.63233224,2014,"1 N.A., 1 Urban-Background",Measured,17.64160909,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.73846218,15.30290802,6435,High income,Eur_HI,2018,2 old database,0.97260274,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Tanvald,20.3815934,2016,1 Urban-Background,Measured,15.88718739,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.73846436,15.30290604,6435,High income,Eur_HI,2018,1 old database,0.99726776,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Teplice,26.12975826,2013,"1 N.A., 1 Urban-Background",Measured,19.21638427,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.64527893,13.85125017,49640,High income,Eur_HI,2018,2 old database,0.998972603,0.999200914,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,CZE,Czechia,Teplice,30.7861458,2014,"1 N.A., 1 Urban-Background",Measured,21.08571513,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.64527893,13.85125017,49640,High income,Eur_HI,2018,2 old database,0.980593608,0.986187215,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,30-<50,darkred
NA,CZE,Czechia,Teplice,25.68662601,2015,1 Urban-Background,Measured,19.43688068,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],50.64527893,13.85124969,49640,High income,Eur_HI,2018,1 old database,0.982876712,0.992123288,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
